# porosity = first row, size = first column
-1.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000236e-02 6.000000000000000472e-02 9.000000000000001055e-02 1.200000000000000094e-01 1.500000000000000222e-01 1.800000000000000211e-01 2.100000000000000200e-01 2.400000000000000189e-01 2.700000000000000178e-01 3.000000000000000444e-01 3.300000000000000155e-01 3.600000000000000422e-01 3.900000000000000133e-01 4.200000000000000400e-01 4.500000000000000111e-01 4.800000000000000377e-01 5.100000000000000089e-01 5.400000000000000355e-01 5.700000000000000622e-01 6.000000000000000888e-01 6.300000000000000044e-01 6.600000000000000311e-01 6.900000000000000577e-01 7.200000000000000844e-01 7.500000000000001110e-01 7.800000000000000266e-01 8.100000000000000533e-01 8.400000000000000799e-01 8.700000000000001066e-01 9.000000000000000222e-01 9.100000000000000311e-01 9.200000000000000400e-01 9.300000000000000488e-01 9.400000000000000577e-01 9.500000000000000666e-01 9.600000000000000755e-01 9.700000000000000844e-01 9.800000000000000933e-01 9.900000000000001021e-01
1.000000000000000056e-01 8.965102990752553402e-02 8.413940809657480258e-02 7.880195700902191402e-02 7.363994010955526859e-02 6.865446203780714574e-02 6.384646620042018494e-02 5.921670995322283332e-02 5.476581567243812843e-02 5.049426347388125819e-02 4.640233815769813364e-02 4.249021501711720827e-02 3.875787906112040937e-02 3.520518369360053218e-02 3.183181950366569674e-02 2.863733251814978148e-02 2.562108673274104964e-02 2.278229723741174301e-02 2.012000631384809959e-02 1.763308081586807338e-02 1.532020565973564799e-02 1.317989170707666371e-02 1.121043569988960584e-02 9.409959372410479916e-03 7.776375629876741344e-03 6.307389620293370538e-03 5.000495095477517152e-03 3.852993606312157468e-03 2.861957288423310451e-03 2.024256590836761779e-03 1.336564044537566498e-03 7.953481025077934613e-04 6.468549031919613090e-04 5.140817845042126768e-04 3.968834434660820001e-04 2.951143786842109085e-04 2.086244477627283438e-04 1.372618669882554249e-04 8.087482016619549599e-05 3.930733245449474848e-05 1.240202114286675002e-05
1.041328943557034842e-01 9.909425403934916943e-02 9.299737875189401093e-02 8.709221887009550855e-02 8.138047836024646375e-02 7.586366478190982587e-02 7.054307360968298246e-02 6.541977242374594215e-02 6.049462755771103928e-02 5.576832587788546625e-02 5.124130311965164469e-02 4.691383286046355017e-02 4.278595249488052754e-02 3.885751679666325786e-02 3.512817596433780859e-02 3.159739469553831531e-02 2.826441705457947984e-02 2.512830374518564003e-02 2.218791266229212800e-02 1.944189753284485123e-02 1.688870704536170678e-02 1.452659269643204881e-02 1.235357228718155995e-02 1.036747334314016764e-02 8.565896705501849576e-03 6.946221784347070619e-03 5.505601754204335861e-03 4.240986395377283405e-03 3.149081106804786992e-03 2.226377475210168828e-03 1.469156842560249542e-03 8.734834948018463992e-04 7.101151211274896440e-04 5.640792844450505123e-04 4.352147095821833327e-04 3.233599724340235557e-04 2.283485479784912674e-04 1.500122054868320174e-04 8.818270883992695790e-05 4.268729403199903176e-05 1.335168850397114944e-05
1.084365968689610382e-01 1.091849404258357359e-01 1.024690678539247474e-01 9.596252177877073741e-02 8.966754375220903350e-02 8.358614162217056776e-02 7.772006270917107551e-02 7.207079168422836357e-02 6.663955349796901739e-02 6.142735730197580735e-02 5.643489349011275580e-02 5.166264368535816026e-02 4.711079448165415851e-02 4.277929647523975171e-02 3.866784275851788827e-02 3.477588693128411124e-02 3.110261184348346586e-02 2.764696939291116234e-02 2.440766696969716779e-02 2.138316729294530497e-02 1.857169017506585251e-02 1.597123017809051054e-02 1.357951430375876900e-02 1.139405603534286368e-02 9.412119815163773329e-03 7.630726765772816687e-03 6.046654286517030852e-03 4.656461341976156354e-03 3.456445229291308426e-03 2.442676251480461417e-03 1.611001575941696604e-03 9.570381457342842400e-04 7.777526429640330792e-04 6.175273342009960720e-04 4.761834129707421615e-04 3.535419853441109056e-04 2.494186236657870400e-04 1.636271561801085430e-04 9.598141037586497800e-05 4.629034791579779396e-05 1.436133085631165746e-05
1.129181668604752331e-01 1.199110103583310716e-01 1.125438935275802355e-01 1.054038999997284204e-01 9.849382514278687273e-02 9.181622587649845846e-02 8.537336170246646871e-02 7.916719967770718958e-02 7.319941272263541521e-02 6.747140674051044229e-02 6.198422566546293866e-02 5.673865412427957916e-02 5.173512326803965389e-02 4.697377377492900630e-02 4.245442948981066611e-02 3.817661859260305240e-02 3.413953504785590537e-02 3.034209277754182366e-02 2.678290154902259954e-02 2.346027575777689597e-02 2.037224020129854707e-02 1.751654978521677980e-02 1.489064880774856013e-02 1.249173545481566464e-02 1.031672413663902582e-02 8.362257967172742612e-03 6.624710187822415407e-03 5.100215345331145581e-03 3.784624517757897207e-03 2.673544933364220902e-03 1.762345963831176560e-03 1.046152087737634061e-03 8.498791661522117798e-04 6.745128693899256605e-04 5.198551450488541692e-04 3.857079977465197344e-04 2.718673914464727476e-04 1.781275227923811196e-04 1.042826697674476141e-04 5.012185521319232007e-05 1.543244662541732454e-05
1.175849554052156715e-01 1.312652874184241092e-01 1.232142569616361816e-01 1.154087476746483709e-01 1.078520650534194464e-01 1.005472641934013200e-01 9.349711356683801378e-02 8.670405990396982954e-02 8.017024550204999989e-02 7.389751722397924771e-02 6.788731696024867535e-02 6.214079680618646989e-02 5.665869839315466200e-02 5.144142695331357928e-02 4.648901352204118376e-02 4.180113818063918574e-02 3.737708456736039964e-02 3.321579465397708070e-02 2.931584824315720123e-02 2.567546901063433307e-02 2.229253122641884632e-02 1.916458641824164699e-02 1.628882463739089737e-02 1.366213985371174215e-02 1.128110234164852142e-02 9.141968315708768472e-03 7.240691655497998383e-03 5.572957449152383599e-03 4.134139027100921550e-03 2.919343111417593926e-03 1.923419771366814170e-03 1.140956149950953392e-03 9.265993121078119898e-04 7.351174385591828682e-04 5.662915692184632881e-04 4.199027802516425850e-04 2.957256552636178802e-04 1.935329433314462446e-04 1.130975956551264513e-04 5.418690684437397966e-05 1.656647415429101232e-05
1.224446173903142865e-01 1.432533609001647446e-01 1.344829438762072948e-01 1.259776875504105553e-01 1.177412781427024380e-01 1.097771732007556122e-01 1.020885510766795790e-01 9.467828296875356597e-02 8.754892916460714491e-02 8.070274575470033629e-02 7.414157309097703374e-02 6.786693008932563609e-02 6.187989103897535703e-02 5.618116055980286461e-02 5.077102041903970575e-02 4.564935233656557123e-02 4.081558604116312244e-02 3.626874938454485026e-02 3.200744661895361942e-02 2.802986671142696992e-02 2.433378566354537850e-02 2.091659605098930910e-02 1.777526665007529011e-02 1.490641569205840115e-02 1.230628325506255560e-02 9.970747249364905751e-03 7.895335872611316391e-03 6.075272071954379571e-03 4.505428754677081801e-03 3.180382175905799736e-03 2.094425916350681986e-03 1.241567821566717713e-03 1.008007330908835273e-03 7.994149265158314232e-04 6.155488038256452018e-04 4.561672805905365351e-04 3.210217014519480146e-04 2.098615187386886028e-04 1.224364800164436042e-04 5.849025890284848466e-05 1.776477933964482189e-05
1.275051240713013234e-01 1.558946564370130849e-01 1.463657790392551838e-01 1.371231785679573600e-01 1.281709103003259020e-01 1.195127813697873659e-01 1.111523281270355989e-01 1.030927668021488219e-01 9.533700450262944104e-02 8.788764638815382835e-02 8.074686405533515465e-02 7.391650774867945806e-02 6.739796032606247544e-02 6.119220084428550477e-02 5.529976689480409213e-02 4.972074739546383793e-02 4.445473599852182295e-02 3.950087895536007199e-02 3.485783985642709054e-02 3.052380741165155315e-02 2.649649767198998529e-02 2.277318099008941374e-02 1.935063858131663705e-02 1.622524335135848428e-02 1.339292600464041597e-02 1.084919895046869420e-02 8.589170301348529601e-03 6.607596917529554373e-03 4.898836349699053731e-03 3.456912365516063949e-03 2.275532201961608277e-03 1.348086849766928774e-03 1.094184056501312091e-03 8.674691014790977470e-04 6.676755833146840510e-04 4.945372994671870222e-04 3.477804527740186976e-04 2.271293526668428453e-04 1.323085629086832968e-04 6.303623279088776022e-05 1.902863408271143820e-05
1.327747761472768684e-01 1.692115503745316163e-01 1.588839767257196611e-01 1.488646641757191968e-01 1.391582318882698122e-01 1.297690011073749372e-01 1.207009644780002444e-01 1.119577317031670849e-01 1.035425829371849904e-01 9.545846296207977089e-02 8.770785203898541493e-02 8.029288911424675712e-02 7.321522341565687986e-02 6.647608125100590293e-02 6.007621411636676623e-02 5.401589916451125795e-02 4.829488058146402807e-02 4.291240904612463047e-02 3.786721100039226739e-02 3.315748621876901669e-02 2.878090195724301165e-02 2.473462740875704419e-02 2.101527520622917256e-02 1.761898809876767322e-02 1.454140792018976218e-02 1.177769206621017209e-02 9.322536082721506051e-03 7.170228498137059224e-03 5.314604857136554124e-03 3.749119208883377151e-03 2.466867747319390590e-03 1.460592438960743762e-03 1.185194307334304798e-03 9.393316744612655467e-04 7.227119010848866241e-04 5.350425262882215578e-04 3.760228457761095747e-04 2.453500772002583123e-04 1.427217959142119562e-04 6.782861907099206242e-05 2.035919259305369380e-05
1.382622173764655737e-01 1.832153312094578212e-01 1.720511810024268895e-01 1.612172493601377044e-01 1.507189876966722464e-01 1.405614893255203723e-01 1.307494228854521601e-01 1.212870137003764226e-01 1.121780775956705556e-01 1.034260236155634394e-01 9.503373485227506468e-02 8.700369419955594763e-02 7.933784841483126904e-02 7.203767208673929334e-02 6.510412011943367272e-02 5.853764526061687457e-02 5.233811103718660068e-02 4.650485947041745061e-02 4.103665457345553880e-02 3.593169240790652919e-02 3.118758239893262840e-02 2.680138347112588637e-02 2.276953756942826784e-02 1.908796178849469366e-02 1.575200747465651044e-02 1.275647996350122437e-02 1.009565983384805299e-02 7.763365035662476814e-03 5.752899329540928086e-03 4.057131641532037841e-03 2.668524862585594341e-03 1.579143260177980372e-03 1.281086563323918185e-03 1.015041772366763158e-03 7.806883657311641887e-04 5.777060187390594456e-04 4.057652959324500831e-04 2.645346102772747044e-04 1.536826476946384114e-04 7.287058788376189267e-05 2.175747038816087887e-05
